"PP","Start.Date","Prior","Prior_cons","Post","Post_cons","GE_Worry","GE_PolSupport","GE_Intention","Justification","ManCheck1","ManCheck2","ManCheck3","ManCheckBP1","ManCheckBP2","ManCheckBP3","BE_useful","BE_apply","ME_fair","ME_biased","ME_trust","ME_accur","ME_wholeStory","ME_factual","ME_factOpinion","OMC1","OMC2","OMC3","OMC4","OMC5","AC","OMC6","TrustScientists","Perc_knowledge","Topic_importance","Pol_affil","Pol_ideo","Nationality","Relig","Nat_heur","Age","Gender_MC","Gender_text","Education","Condition","PP_DS","PPcons_DS","Prior_c","OMCscore","BEscore","MEscore","Pol_affil_n","Pol_ideo_n","Pol_orient","ReadTimeInf","ReadTime_Mes","PracticeClaim1","PracticeClaim2","PracticeClaim3","countPT","countMCBP","MCComb","Consensus_mention_auto","countMC_auto"
"349","14-10-19 15:59",61,17,43,8,3,4,3,"Genetically food is a complex term. It does have a negative connection, but I think it is not that simple","Read out complete","See the source","Personal analysis","","","",NA,NA,3,4,3,3,5,4,3,6,2,6,2,6,2,2,5,5,5,"Independent Lean Republican","Conservative","United States of America","Yes",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-18,-9,10.2034820457018,2,NA,3.57142857142857,0.570959121287871,0.923237611897546,1.49419673318542,9.019,24.97,"No","No","No",2,NA,"Read out complete See the source Personal analysis","n",1
"350","14-10-19 15:53",100,20,60,90,7,7,7,"I think that anytime we mess with the natural process of food production that it can have serious consequences. ","Evidence that supports the claim","Experts that support the evidence","Education of the experts that support the evidence that support the claim.","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","Science provides answers to every question that you can think of by gathering evidence.",7,7,1,4,1,1,1,1,1,7,4,7,1,7,2,1,5,2,7,"Strong Republican","Very conservative","United States of America","Yes",7,NA,NA,NA,"College / A levels","BoostPlus",-40,70,49.2034820457018,2.5,7,1.42857142857143,1.71287736386361,1.84647522379509,3.55935258765871,68.082,87.681,"Yes","Yes","Yes",1,2,"Evidence that supports the claim Experts that support the evidence Education of the experts that support the evidence that support the claim.","n",1
"351","14-10-19 15:58",60,30,41,29,7,6,7,"Because I do not trust Big Companies that are trying to patent seeds of crops that the genetical engineer for profit.","research topic","look for facts","make a conclusion","","","",NA,NA,4,6,3,4,4,3,4,7,2,6,2,5,2,1,2,5,7,"Independent","Moderate","United States of America","No",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-19,-1,9.20348204570185,2.16666666666667,NA,4,0,0,0,6.531,80.73,"No","No","No",2,NA,"research topic look for facts make a conclusion","n",0
"352","14-10-19 15:59",42,29,-10,36,3,3,4,"Because of the fact it is modified, I believe it may be worse for our health","Data","Field of expertise","Science ","","","",NA,NA,2,3,3,4,4,4,2,5,2,4,5,6,2,3,5,3,4,"Independent","Liberal","United States of America","No",4,NA,NA,NA,"College / A levels","Consensus",-52,7,-8.79651795429815,0.833333333333333,NA,3.14285714285714,0,-0.923237611897546,-0.923237611897546,12.714,36.007,"Yes","Yes","Yes",1,NA,"Data Field of expertise Science ","n",1
"353","14-10-19 15:53",70,65,50,92,6,4,6,"I just worry, perhaps with no basis, about what cloned in characteristics may be dangerous.","assess the source","investigate the claim against further sources","ask others who i know to be knowledgeable on the subject","","","",NA,NA,3,4,3,3,3,3,2,4,6,6,7,6,2,5,6,3,3,"Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"Doctorate degree (PhD/MD/other)","Consensus",-20,27,19.2034820457018,-0.333333333333333,NA,3,-1.14191824257574,-1.84647522379509,-2.98839346637083,53.28,192.613,"No","No","Yes",3,NA,"assess the source investigate the claim against further sources ask others who i know to be knowledgeable on the subject","n",1
"354","14-10-19 15:55",10,39,-58,93,5,4,4,"I chose my answer more of a guess at first than actually having any knowledge of GE food. After reading the banana article my opinion of GE food is more positive.","Research a book","search internet.","Ask relatives.","","","",NA,NA,3,4,2,3,3,2,4,7,4,6,5,5,2,4,5,2,5,"Democrat","Liberal","United States of America","Yes",5,NA,NA,NA,"Secondary school / GCSE","Consensus",-68,54,-40.7965179542982,0.833333333333333,NA,3,-1.14191824257574,-0.923237611897546,-2.06515585447329,9.646,68.072,"No","Yes","Yes",2,NA,"Research a book search internet. Ask relatives.","n",0
"355","14-10-19 16:00",67,25,0,25,7,7,7,"I'm neutral on whether or not it is worse. I find a lot of conflicting information.","see what the consensus is","compare how believable it is to common sense","","","","",NA,NA,1,4,4,4,4,4,2,7,1,7,1,7,2,1,7,2,5,"Democrat","Liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-67,0,16.2034820457018,3,NA,3.28571428571429,-1.14191824257574,-0.923237611897546,-2.06515585447329,16.445,65.316,"Yes","Yes","Yes",1,NA,"see what the consensus is compare how believable it is to common sense ","y",1
"356","14-10-19 15:56",95,80,91,92,6,6,6,"you can not eliminating this type of food completely even if you want to.","color","age","freshness","","","",NA,NA,5,5,5,5,5,5,5,6,2,6,6,6,2,4,4,4,6,"Independent","Liberal","United States of America","Yes",5,NA,NA,NA,"College / A levels","Control",-4,12,44.2034820457018,1,NA,5,0,-0.923237611897546,-0.923237611897546,11.997,13.778,"No","No","No",2,NA,"color age freshness","n",0
"357","14-10-19 15:55",41,70,-100,95,2,1,2,"because many scientists have agreed for some time now that GE food isn't bad for your health","the source making the claim","who agrees with the claim","","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,1,1,1,1,2,1,2,4,6,7,4,6,2,1,7,1,5,"Strong Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-141,25,-9.79651795429815,1,7,1.28571428571429,-1.71287736386361,-0.923237611897546,-2.63611497576116,98.969,93.991,"Yes","Yes","Yes",1,3,"the source making the claim who agrees with the claim ","y",2
"358","14-10-19 15:57",65,40,65,40,7,4,7,"There is debate as to whether or not this food is safe. Many companies do not use GMO food and say so on the labels. The effects may not be known yet if something is newly discovered.","Read the information","Research the information","Make a judgement","","","",NA,NA,4,4,4,4,4,4,4,7,1,7,1,7,2,1,4,3,7,"Independent Lean Republican","Conservative","United States of America","Yes",6,NA,NA,NA,"College / A levels","Control",0,0,14.2034820457018,3,NA,4,0.570959121287871,0.923237611897546,1.49419673318542,9.026,79.991,"No","No","No",2,NA,"Read the information Research the information Make a judgement","n",0
"361","14-10-19 16:05",100,84,73,84,6,7,7,"Because sometimes it may not be worse for us but most of the time genetically engineered food is definitely worse for us ","Look up sources","Talk with people","Read books","","","",NA,NA,3,2,3,4,3,4,5,3,5,4,2,2,2,4,4,4,5,"Independent Lean Democrat","Liberal","United States of America","No",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-27,0,49.2034820457018,-0.333333333333333,NA,3.42857142857143,-0.570959121287871,-0.923237611897546,-1.49419673318542,1.928,2.889,"Yes","Yes","Yes",1,NA,"Look up sources Talk with people Read books","n",1
"362","14-10-19 15:59",30,60,-30,75,5,3,2,"After reading the consensus you gave I have considered changing my opinion. I'm not set in stone with my beliefs but it's given me the motivation to do more research and see what conclusions I can come to with the information provided.","Check the source","Compare with multiple sources","Decide based on step 1 and 2","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,6,2,2,2,3,3,2,2,7,2,7,2,7,2,1,7,2,4,"Independent Lean Republican","Moderate","United States of America","No",5,NA,NA,NA,"Secondary school / GCSE","BoostPlus",-60,15,-20.7965179542982,2.66666666666667,6,2.28571428571429,0.570959121287871,0,0.570959121287871,75.938,64.256,"No","Yes","Yes",2,3,"Check the source Compare with multiple sources Decide based on step 1 and 2","n",1
"363","14-10-19 16:02",-29,62,-63,71,4,3,2,"I don't have enough information. I'm uneducated when it comes to all the variables to genetically engineered food. So it's just my best answer at the moment. ","Google","Review top answers","Make hypothesis based on the validity of the sites on the top answers","","","",NA,NA,3,4,3,3,3,3,3,5,3,5,2,6,2,1,7,1,5,"Independent Lean Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-34,9,-79.7965179542982,1.66666666666667,NA,3.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,8.848,37.298,"No","Yes","Yes",2,NA,"Google Review top answers Make hypothesis based on the validity of the sites on the top answers","n",0
"364","14-10-19 16:00",21,71,17,71,5,3,5,"I have heard numerous opinions from either side. I have not done the research myself to make up my mind, but I personally feel more testing is needed.","Check snopes","Research the claim with google scholar search","Consult friends who are knowledgeable in the subject","","","",NA,NA,1,2,4,4,4,4,2,7,3,7,2,7,2,3,4,3,2,"Independent Lean Democrat","Liberal","United States of America","No",6,NA,NA,NA,"No formal qualification","Control",-4,0,-29.7965179542982,2.16666666666667,NA,3,-0.570959121287871,-0.923237611897546,-1.49419673318542,15.087,113.163,"No","No","No",2,NA,"Check snopes Research the claim with google scholar search Consult friends who are knowledgeable in the subject","n",0
"365","14-10-19 15:58",20,35,20,80,6,4,5,"Though many studies have shown that genetically engineered food is safe to consume, I still have my doubts. Many scientific studies have claimed something, only to be disproven years later.","compare claims based on what I already know","investigate the claims with sources that I trust","investigate the source of the claim that I am evaluating ","","","",NA,NA,3,3,3,3,4,3,3,6,2,6,2,6,2,2,5,3,5,"Independent Lean Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",0,45,-30.7965179542982,2,NA,3.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,14.138,97.828,"Yes","Yes","Yes",1,NA,"compare claims based on what I already know investigate the claims with sources that I trust investigate the source of the claim that I am evaluating ","n",1
"366","14-10-19 15:54",81,19,62,20,6,5,7,"I have a biblical belief that God put everything on this planet for us. I'm not sure we should go around messing with it. I am open but when we go modding things it never is the same from when it started out.","Word of mouth","Google ","","","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,6,2,2,1,2,1,3,2,6,4,6,5,5,2,1,3,3,3,"Independent Lean Republican","Conservative","United States of America","Yes",7,NA,NA,NA,"Secondary school / GCSE","BoostPlus",-19,1,30.2034820457018,1.16666666666667,5.5,1.85714285714286,0.570959121287871,0.923237611897546,1.49419673318542,63.023,118.77,"Yes","Yes","No",0,2,"Word of mouth Google  ","n",0
"367","14-10-19 16:01",25,30,-40,70,4,3,2,"Based on the article and my own personal knowledge (no other sources), I came to the conclusion that there are benefits to genetically engineered food. Of course there is no 100% guarantee that they are all safe, and I do believe that there are probably issues with a lot of genetically engineered food, however, I don't have the requisite knowledge to be able to give a good enough answer.","Assess the claim based on my own personal knowledge","Look into other texts/articles that contain information about the same topic to check for validity","Make decision based on all of the information at hand","","","",NA,NA,3,6,3,3,4,2,3,7,4,6,2,6,2,2,6,1,1,"Independent Lean Republican","Moderate","United States of America","Yes",5,NA,NA,NA,"College / A levels","Consensus",-65,40,-25.7965179542982,1.83333333333333,NA,3.42857142857143,0.570959121287871,0,0.570959121287871,43.223,81.461,"Yes","Yes","Yes",1,NA,"Assess the claim based on my own personal knowledge Look into other texts/articles that contain information about the same topic to check for validity Make decision based on all of the information at hand","n",0
"368","14-10-19 16:04",64,50,-93,91,4,4,4,"too early to tell what is acceptable","reading","","","Vitamin supplements are good for your heart","Introduction - Conducting research - Selecting the results - Making a consensus","Through this process we can figure out whether the claim is true with 100% certainty.",5,5,3,4,4,4,5,4,4,7,2,6,1,6,2,1,4,3,4,"Independent Lean Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-157,41,13.2034820457018,2.5,5,4,-0.570959121287871,-0.923237611897546,-1.49419673318542,46.052,14.07,"Yes","Yes","No",0,1,"reading  ","n",0
"369","14-10-19 15:58",51,32,-80,92,2,2,1,"Well after reading the article, I was much more convinced that GE food is not worse for your health.","See if it's a consensus ","See if it's a reliable source ","","Vitamin supplements are good for your heart","Introduction - Conducting research - Selecting the results - Making a consensus","A good way to distinguish facts from fiction is searching for relevant information online.",6,5,2,3,2,2,3,3,2,6,3,6,3,7,2,2,7,2,3,"Republican","Conservative","United States of America","No",5,NA,NA,NA,"Secondary school / GCSE","BoostPlus",-131,60,0.203482045701847,1.83333333333333,5.5,2.42857142857143,1.14191824257574,0.923237611897546,2.06515585447329,119.842,115.359,"Yes","Yes","Yes",1,1,"See if it's a consensus  See if it's a reliable source  ","y",2
"370","14-10-19 16:02",35,55,60,92,7,7,7,"Because genetically modified crops are largely used to make them ""roundup ready"" - resistant to the pesticide - and roundup weedkiller is at the center of controversies about it's relation to non-Hodgkin's lymphoma.  So it's not genetically engineering the foods that's of particular harm, but the actual cases of how it's used in the marketplace.","Consider the source","Seek expert consensus","Evaluate the claim","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,4,6,6,6,6,6,5,4,6,7,6,4,5,2,4,7,6,7,"Strong Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",25,37,-15.7965179542982,0.333333333333333,4.5,5.57142857142857,-1.71287736386361,-1.84647522379509,-3.55935258765871,18.918,45.057,"Yes","No","Yes",2,3,"Consider the source Seek expert consensus Evaluate the claim","y",3
